year,quarter,district,count,amount
2022,2,uttar dinajpur district,543.0,668379.0
2022,2,kalimpong district,59.0,145818.0
2022,2,murshidabad district,1079.0,1403809.0
2022,2,paschim medinipur district,1273.0,1512137.0
2022,2,dakshin dinajpur district,276.0,365524.0
2022,2,jalpaiguri district,587.0,790267.0
2022,2,purulia district,438.0,651866.0
2022,2,north twenty four parganas district,6379.0,8088304.0
2022,2,bankura district,597.0,763722.0
2022,2,jhargram district,142.0,212920.0
2022,2,howrah district,2367.0,2846008.0
2022,2,hooghly district,1804.0,2479308.0
2022,2,kolkata district,6127.0,6704205.0
2022,2,koch bihar district,937.0,853945.0
2022,2,alipurduar district,342.0,535544.0
2022,2,paschim bardhaman district,1807.0,2478141.0
2022,2,nadia district,1189.0,1690781.0
2022,2,birbhum district,680.0,735326.0
2022,2,purba medinipur district,970.0,1234808.0
2022,2,maldah district,1148.0,1454470.0
2022,2,darjiling district,1351.0,1706036.0
2022,3,south twenty four parganas district,3388.0,4205397.0
2022,3,purba bardhaman district,2079.0,2560858.0
2022,3,uttar dinajpur district,706.0,923776.0
2022,3,kalimpong district,66.0,166573.0
2022,3,murshidabad district,1565.0,1865763.0
2022,3,paschim medinipur district,1733.0,2279289.0
2022,3,dakshin dinajpur district,416.0,492832.0
2022,3,jalpaiguri district,817.0,1146713.0
2022,3,purulia district,712.0,989483.0
2022,3,north twenty four parganas district,8821.0,10908223.0
2022,3,bankura district,935.0,1170361.0
2022,3,jhargram district,189.0,271528.0
2022,3,howrah district,3386.0,3925097.0
2022,3,hooghly district,2535.0,3346651.0
2022,3,kolkata district,8666.0,9648958.0
2022,3,koch bihar district,955.0,984582.0
2022,3,alipurduar district,504.0,698386.0
2022,3,paschim bardhaman district,2688.0,3490145.0
2022,3,nadia district,1754.0,2454885.0
2022,3,birbhum district,1132.0,1180155.0
2022,3,purba medinipur district,1361.0,1892041.0
2022,3,maldah district,1776.0,2288540.0
2022,3,darjiling district,1669.0,2202071.0
2022,4,south twenty four parganas district,3847.0,4752290.0
2022,4,purba bardhaman district,1771.0,2507142.0
2022,4,uttar dinajpur district,749.0,1102859.0
2022,4,kalimpong district,70.0,151850.0
2022,4,murshidabad district,1530.0,1926824.0
2022,4,paschim medinipur district,3569.0,4249681.0
2022,4,dakshin dinajpur district,423.0,502914.0
2022,4,jalpaiguri district,889.0,1365036.0
2022,4,purulia district,674.0,977682.0
2022,4,north twenty four parganas district,10071.0,13297497.0
2022,4,bankura district,872.0,1276744.0
2022,4,jhargram district,246.0,438241.0
2022,4,howrah district,3875.0,4827100.0
2022,4,hooghly district,2783.0,3954761.0
2022,4,kolkata district,9215.0,10683722.0
2022,4,koch bihar district,986.0,1145406.0
2022,4,alipurduar district,552.0,857242.0
2022,4,paschim bardhaman district,3046.0,4171226.0
2022,4,nadia district,1870.0,2669178.0
2022,4,birbhum district,1243.0,1340378.0
2022,4,purba medinipur district,1643.0,2298694.0
2022,4,maldah district,2002.0,2670979.0
2022,4,darjiling district,2351.0,3298987.0
2023,1,south twenty four parganas district,3767.0,5042986.0
2023,1,purba bardhaman district,1917.0,2683159.0
2023,1,uttar dinajpur district,870.0,1297160.0
2023,1,kalimpong district,78.0,168252.0
2023,1,murshidabad district,1786.0,2550194.0
2023,1,paschim medinipur district,2443.0,3304941.0
2023,1,dakshin dinajpur district,526.0,764236.0
2023,1,jalpaiguri district,1014.0,1598059.0
2023,1,purulia district,675.0,1063753.0
2023,1,north twenty four parganas district,11211.0,15232572.0
2023,1,bankura district,916.0,1403579.0
2023,1,jhargram district,228.0,309298.0
2023,1,howrah district,4051.0,5337244.0
2023,1,hooghly district,3076.0,4353663.0
2023,1,kolkata district,10117.0,12593112.0
2023,1,koch bihar district,891.0,1245950.0
2023,1,alipurduar district,569.0,854000.0
2023,1,paschim bardhaman district,3264.0,4547900.0
2023,1,nadia district,2212.0,3033002.0
2023,1,birbhum district,730.0,1071823.0
2023,1,purba medinipur district,1836.0,2581429.0
2023,1,maldah district,2438.0,3326078.0
2023,1,darjiling district,2218.0,3099342.0
2023,2,south twenty four parganas district,3576.0,4536325.0
2023,2,purba bardhaman district,1656.0,2145209.0
2023,2,uttar dinajpur district,730.0,972395.0
2023,2,kalimpong district,90.0,208239.0
2023,2,murshidabad district,1514.0,1920157.0
2023,2,paschim medinipur district,1804.0,2352680.0
2023,2,dakshin dinajpur district,426.0,511789.0
2023,2,jalpaiguri district,924.0,1416061.0
2023,2,purulia district,542.0,781984.0
2023,2,north twenty four parganas district,9956.0,12796714.0
2023,2,bankura district,764.0,1073902.0
2023,2,jhargram district,208.0,356756.0
2023,2,howrah district,3369.0,4382040.0
2023,2,hooghly district,2861.0,3933669.0
2023,2,kolkata district,9018.0,11042108.0
2023,2,koch bihar district,860.0,1052485.0
2023,2,alipurduar district,537.0,857285.0
2023,2,paschim bardhaman district,2918.0,3955797.0
2023,2,nadia district,2021.0,2682343.0
2023,2,birbhum district,684.0,939713.0
2023,2,purba medinipur district,1498.0,1993114.0
2023,2,maldah district,1799.0,2468202.0
2023,2,darjiling district,2037.0,2825313.0
2023,3,south twenty four parganas district,4100.0,5345416.0
2023,3,purba bardhaman district,2444.0,3247192.0
2023,3,uttar dinajpur district,916.0,1333587.0
2023,3,kalimpong district,63.0,121675.0
2023,3,murshidabad district,1706.0,2303518.0
2023,3,paschim medinipur district,2108.0,3021797.0
2023,3,dakshin dinajpur district,433.0,532754.0
2023,3,jalpaiguri district,1024.0,1511512.0
2023,3,purulia district,768.0,1218487.0
2023,3,north twenty four parganas district,11653.0,15397844.0
2023,3,bankura district,957.0,1267409.0
2023,3,jhargram district,215.0,287530.0
2023,3,howrah district,3960.0,4940209.0
2023,3,hooghly district,3336.0,4705529.0
2023,3,kolkata district,10667.0,12579074.0
2023,3,koch bihar district,925.0,1174482.0
2023,3,alipurduar district,589.0,870892.0
2023,3,paschim bardhaman district,3285.0,4337285.0
2023,3,nadia district,2037.0,2869837.0
2023,3,birbhum district,853.0,1129904.0
2023,3,purba medinipur district,1663.0,2203067.0
2023,3,maldah district,2131.0,2771850.0
2023,3,darjiling district,2298.0,3188462.0
2023,4,south twenty four parganas district,5415.0,6996283.0
2023,4,purba bardhaman district,2666.0,3814764.0
2023,4,uttar dinajpur district,1086.0,1639258.0
2023,4,kalimpong district,126.0,301521.0
2023,4,murshidabad district,2371.0,3017303.0
2023,4,paschim medinipur district,3442.0,4688055.0
2023,4,dakshin dinajpur district,563.0,801958.0
2023,4,jalpaiguri district,1331.0,2021880.0
2023,4,purulia district,976.0,1408299.0
2023,4,north twenty four parganas district,13483.0,19211808.0
2023,4,bankura district,1307.0,1781715.0
2023,4,jhargram district,279.0,506882.0
2023,4,howrah district,5201.0,6655473.0
2023,4,hooghly district,4025.0,5665468.0
2023,4,kolkata district,12306.0,16022532.0
2023,4,koch bihar district,1171.0,1553342.0
2023,4,alipurduar district,766.0,1278792.0
2023,4,paschim bardhaman district,4095.0,5823988.0
2023,4,nadia district,2786.0,4012958.0
2023,4,birbhum district,1162.0,1720043.0
2023,4,purba medinipur district,2507.0,3400040.0
2023,4,maldah district,2886.0,3998317.0
2023,4,darjiling district,2762.0,4044883.0
2024,1,south twenty four parganas district,5620.0,7011874.0
2024,1,purba bardhaman district,2953.0,3714432.0
2024,1,uttar dinajpur district,1483.0,1854126.0
2024,1,kalimpong district,111.0,202820.0
2024,1,murshidabad district,3036.0,3364843.0
2024,1,paschim medinipur district,3797.0,4800244.0
2024,1,dakshin dinajpur district,723.0,839197.0
2024,1,jalpaiguri district,1558.0,2101120.0
2024,1,purulia district,1129.0,1565731.0
2024,1,north twenty four parganas district,14070.0,19836922.0
2024,1,bankura district,1514.0,1945139.0
2024,1,jhargram district,360.0,516844.0
2024,1,howrah district,5260.0,6868104.0
2024,1,hooghly district,4470.0,5938963.0
2024,1,kolkata district,12088.0,16681997.0
2024,1,koch bihar district,1519.0,1706019.0
2024,1,alipurduar district,832.0,1120654.0
2024,1,paschim bardhaman district,4414.0,6125287.0
2024,1,nadia district,3305.0,4128424.0
2024,1,birbhum district,1435.0,1935276.0
2024,1,purba medinipur district,3345.0,3891064.0
2024,1,maldah district,3534.0,4532095.0
2024,1,darjiling district,3020.0,4306734.0
2024,2,south twenty four parganas district,4829.0,6149543.0
2024,2,purba bardhaman district,2444.0,3145451.0
2024,2,uttar dinajpur district,1213.0,1502443.0
2024,2,kalimpong district,110.0,213710.0
2024,2,murshidabad district,2432.0,2861635.0
2024,2,paschim medinipur district,2793.0,3494506.0
2024,2,dakshin dinajpur district,594.0,628802.0
2024,2,jalpaiguri district,1308.0,1908036.0
2024,2,purulia district,879.0,1226449.0
2024,2,north twenty four parganas district,12366.0,17517949.0
2024,2,bankura district,1235.0,1539690.0
2024,2,jhargram district,306.0,487527.0
2024,2,howrah district,4523.0,5947418.0
2024,2,hooghly district,3758.0,4785509.0
2024,2,kolkata district,10517.0,14115515.0
2024,2,koch bihar district,1391.0,1651798.0
2024,2,alipurduar district,708.0,1019281.0
2024,2,paschim bardhaman district,3790.0,5535438.0
2024,2,nadia district,2758.0,3589423.0
2024,2,birbhum district,1142.0,1515427.0
2024,2,purba medinipur district,2463.0,2987090.0
2024,2,maldah district,2731.0,3446842.0
2024,2,darjiling district,2758.0,4207151.0
2024,3,south twenty four parganas district,5229.0,6980677.0
2024,3,purba bardhaman district,3110.0,4052652.0
2024,3,uttar dinajpur district,1364.0,1870510.0
2024,3,kalimpong district,121.0,245920.0
2024,3,murshidabad district,2590.0,3414459.0
2024,3,paschim medinipur district,3038.0,4264388.0
2024,3,dakshin dinajpur district,652.0,850471.0
2024,3,jalpaiguri district,1609.0,2286734.0
2024,3,purulia district,1049.0,1409746.0
2024,3,north twenty four parganas district,14047.0,20510127.0
2024,3,bankura district,1605.0,2224131.0
2024,3,jhargram district,379.0,581059.0
2024,3,darjeeling district,2952.0,4469887.0
2024,3,cooch behar district,1437.0,1836087.0
2024,3,malda district,3293.0,4341156.0
2024,3,howrah district,5433.0,7181245.0
2024,3,hooghly district,4285.0,6048498.0
2024,3,kolkata district,12285.0,16962184.0
2024,3,alipurduar district,924.0,1315644.0
2024,3,paschim bardhaman district,4409.0,6405671.0
2024,3,nadia district,3160.0,4444441.0
2024,3,birbhum district,1531.0,2056498.0
2024,3,purba medinipur district,2652.0,3686372.0
2024,3,maldah district,2.0,2588.0
2024,3,darjiling district,2.0,10621.0
2024,4,south twenty four parganas district,6659.0,7720038.0
2024,4,purba bardhaman district,3595.0,4482879.0
2024,4,uttar dinajpur district,1730.0,2115117.0
2024,4,kalimpong district,137.0,298205.0
2024,4,murshidabad district,3214.0,3386355.0
2024,4,paschim medinipur district,4155.0,5405054.0
2024,4,dakshin dinajpur district,818.0,948223.0
2024,4,jalpaiguri district,1622.0,2307554.0
2024,4,purulia district,1337.0,1889679.0
2024,4,north twenty four parganas district,16080.0,22630772.0
2024,4,bankura district,1882.0,2245707.0
2024,4,jhargram district,537.0,800920.0
2024,4,darjeeling district,3478.0,5191531.0
2024,4,cooch behar district,1709.0,2090821.0
2024,4,malda district,4042.0,4902098.0
2024,4,howrah district,6763.0,8567180.0
2024,4,hooghly district,5089.0,6642595.0
2024,4,kolkata district,13720.0,18465410.0
2024,4,alipurduar district,1023.0,1613143.0
2024,4,paschim bardhaman district,4945.0,7005851.0
2024,4,nadia district,3807.0,5031294.0
2024,4,birbhum district,1818.0,2423290.0
2024,4,purba medinipur district,3559.0,4439061.0
2018,1,puducherry,104212.0,165825971.36983618
2018,1,tamil nadu,6726622.0,11261557697.516891
2018,1,uttar pradesh,12537805.0,13939970923.223106
2018,1,madhya pradesh,8025395.0,8681603403.446348
2018,1,andhra pradesh,9039585.0,11996276391.823706
2018,1,tripura,148157.0,137978914.53062224
2018,1,lakshadweep,778.0,1928611.1808777405
2018,1,manipur,84069.0,128046173.93020926
2018,1,maharashtra,16387034.0,21711613257.725677
2018,1,dadra & nagar haveli & daman & diu,148549.0,175658384.10921687
2018,1,meghalaya,49571.0,66250259.78990036
2018,1,andaman & nicobar islands,6658.0,14631761.22198579
2018,1,haryana,4480770.0,6793511514.660528
2018,1,rajasthan,7591690.0,8926293130.726837
2018,1,ladakh,6089.0,12532857.771114783
2018,1,punjab,1870433.0,2780758224.854389
2018,1,assam,1056881.0,1157804456.212469
2018,1,jharkhand,2178921.0,2374186389.9194
2018,1,odisha,5809821.0,4627632210.887628
2018,1,bihar,5824302.0,6045758172.017314
2018,1,kerala,1771380.0,2402674753.100502
2018,1,karnataka,12016899.0,19217895314.0128
2018,1,chandigarh,381895.0,613435420.8676233
2018,1,telangana,8522766.0,13308204118.542437
2018,1,himachal pradesh,481918.0,628737806.3723404
2018,1,west bengal,11710225.0,10625978552.140451
2018,1,gujarat,5948775.0,7577982255.034092
2018,1,sikkim,44078.0,64650938.94036834
2018,1,nagaland,42845.0,78005891.08612517
2018,1,mizoram,18561.0,45227219.97579084
2018,1,chhattisgarh,1891514.0,2149155557.2367463
2018,1,jammu & kashmir,941568.0,1005371239.2561305
2018,1,goa,160897.0,303856742.34308386
2018,1,arunachal pradesh,45497.0,92387336.00940911
2018,1,delhi,7122754.0,11211503806.91996
2018,1,uttarakhand,1246685.0,1508545358.5238864
2018,2,puducherry,130261.0,285801119.5324367
2018,2,tamil nadu,9992128.0,20125844276.267666
2018,2,uttar pradesh,17710943.0,25720201695.701435
2018,2,madhya pradesh,10561412.0,15924081066.680986
2018,2,andhra pradesh,12353918.0,22883914272.633617
2018,2,tripura,214559.0,236891718.7161358
2018,2,lakshadweep,2132.0,6187809.539400538
2018,2,manipur,151721.0,253209721.319494
2018,2,maharashtra,22285740.0,36357057241.12254
2018,2,dadra & nagar haveli & daman & diu,202626.0,302070771.6561514
2018,2,meghalaya,67857.0,117004667.8418316
2018,2,andaman & nicobar islands,11340.0,28338535.507953547
2018,2,haryana,6150931.0,11320414442.116665
2018,2,rajasthan,9973697.0,15559086175.75962
2018,2,ladakh,15010.0,47334902.5377415
2018,2,punjab,2581163.0,4684672212.007125
2018,2,assam,1663873.0,2350585135.537811
2018,2,jharkhand,3152080.0,4721575659.062912
2018,2,odisha,8158144.0,8488310339.620239
2018,2,bihar,8632378.0,13506131109.672922
2018,2,kerala,2308165.0,3886923343.44263
2018,2,karnataka,17116447.0,33515580081.29709
2018,2,chandigarh,479084.0,961223261.74473
2018,2,telangana,10764670.0,23017201517.652737
2018,2,himachal pradesh,687695.0,1183169301.3511178
2018,2,west bengal,18082446.0,18629183470.204285
2018,2,gujarat,7745733.0,12162684771.641388
2018,2,sikkim,74578.0,143693085.52979562
2018,2,nagaland,65599.0,153325577.88030174
2018,2,mizoram,27051.0,83508405.55773437
2018,2,chhattisgarh,2816156.0,4264170443.1617327
2018,2,jammu & kashmir,1796326.0,2651206236.502893
2018,2,goa,229575.0,478603825.35861486
2018,2,arunachal pradesh,82157.0,198970192.34204656
2018,2,delhi,9373723.0,17446299902.205147
2018,2,uttarakhand,1704122.0,2679755378.5510764
2018,3,puducherry,190271.0,417658075.4942067
2018,3,tamil nadu,15774078.0,29330092241.18405
2018,3,uttar pradesh,26515356.0,37012114369.23937
2018,3,madhya pradesh,17126985.0,24149742204.67322
2018,3,andhra pradesh,25626061.0,35718044599.21416
2018,3,tripura,377703.0,453863388.0405924
2018,3,lakshadweep,1703.0,4339032.3119858485
2018,3,manipur,189258.0,383331244.7941229
2018,3,maharashtra,31538538.0,52260817733.24835
2018,3,dadra & nagar haveli & daman & diu,289575.0,447639595.67817545
2018,3,meghalaya,110290.0,209853661.53439403
2018,3,andaman & nicobar islands,16265.0,55557471.13431113
2018,3,haryana,8262024.0,16375139007.627964
2018,3,rajasthan,14257098.0,24040768671.212967
2018,3,ladakh,24864.0,84090977.14484604
2018,3,punjab,3462108.0,7065687043.821184
2018,3,assam,2351851.0,3811134989.9142647
2018,3,jharkhand,8122621.0,8661571417.704563
2018,3,odisha,30052155.0,23094515775.58577
2018,3,bihar,14367804.0,20135804378.90174
2018,3,kerala,3134348.0,5323025223.875498
2018,3,karnataka,25980261.0,48225091755.80772
2018,3,chandigarh,616936.0,1369354447.5343118
2018,3,telangana,19332703.0,32030093209.72354
2018,3,himachal pradesh,886754.0,1754041432.858025
2018,3,west bengal,53705416.0,41843934183.17764
2018,3,gujarat,11334149.0,17866404426.27552
2018,3,sikkim,108500.0,235080226.95331776
2018,3,nagaland,94371.0,241792742.9366532
2018,3,mizoram,39316.0,116600738.12539022
2018,3,chhattisgarh,3859604.0,6302307073.446348
2018,3,jammu & kashmir,2303961.0,3934700999.457677
2018,3,goa,339511.0,713166969.2382338
2018,3,arunachal pradesh,131146.0,331726406.7413912
2018,3,delhi,18547048.0,27375846860.618515
2018,3,uttarakhand,2229132.0,3726573039.858514
2018,4,puducherry,307964.0,625691665.4234949
2018,4,tamil nadu,22457444.0,43302073975.890976
2018,4,uttar pradesh,36100767.0,55096743575.91497
2018,4,madhya pradesh,21397555.0,33905608072.964783
2018,4,andhra pradesh,30759548.0,51473779406.840416
2018,4,tripura,448059.0,624885599.4644469
2018,4,lakshadweep,1642.0,4463213.698222831
2018,4,manipur,236110.0,605683559.3060112
2018,4,maharashtra,46090223.0,79518937047.82959
2018,4,dadra & nagar haveli & daman & diu,404082.0,658750616.8008878
2018,4,meghalaya,161132.0,337585679.00467324
2018,4,andaman & nicobar islands,23758.0,90548336.07445516
2018,4,haryana,12950183.0,25390876016.455025
2018,4,rajasthan,20959723.0,37909087083.33885
2018,4,ladakh,35211.0,135522842.49263746
2018,4,punjab,4887137.0,10781982573.649624
2018,4,assam,3734172.0,5888022859.01307
2018,4,jharkhand,6284043.0,10241916641.12223
2018,4,odisha,21142798.0,23429869571.55922
2018,4,bihar,15732401.0,28397997168.57623
2018,4,kerala,4310654.0,7747361236.812299
2018,4,karnataka,44812071.0,73008386576.05942
2018,4,chandigarh,905116.0,2032591591.779975
2018,4,telangana,28921154.0,49509088448.04927
2018,4,himachal pradesh,1307883.0,2621298968.1392584
2018,4,west bengal,36513548.0,40489619211.70402
2018,4,gujarat,14733303.0,24830987102.78186
2018,4,sikkim,154533.0,383141358.07825375
2018,4,nagaland,139333.0,388013467.5456239
2018,4,mizoram,55242.0,190426852.52952957
2018,4,chhattisgarh,5365844.0,9416412664.971258
2018,4,jammu & kashmir,2721310.0,5664720265.697432
2018,4,goa,514755.0,1153005078.9224055
2018,4,arunachal pradesh,176429.0,504040029.0917605
2018,4,delhi,29187719.0,39722857618.70644
2018,4,uttarakhand,3178761.0,5654272137.963844
2019,1,puducherry,501092.0,906473024.3065232
2019,1,tamil nadu,32275045.0,56204036816.12856
2019,1,uttar pradesh,57324504.0,76524180134.0167
2019,1,madhya pradesh,37301049.0,48070279522.04201
2019,1,andhra pradesh,57264522.0,83760595917.0792
2019,1,tripura,580926.0,756894941.6158216
2019,1,lakshadweep,2481.0,8786130.479338994
2019,1,manipur,265409.0,659898060.4240801
2019,1,maharashtra,75079069.0,111420690920.33997
2019,1,dadra & nagar haveli & daman & diu,661814.0,843369776.0499002
2019,1,meghalaya,208741.0,399037162.153436
2019,1,andaman & nicobar islands,30486.0,102299740.67348988
2019,1,haryana,22135775.0,34051655721.63108
2019,1,rajasthan,43956040.0,61141158575.55252
2019,1,ladakh,46145.0,152859920.9491272
2019,1,punjab,7172137.0,13574490001.853222
2019,1,assam,4533005.0,8002099536.451059
2019,1,jharkhand,9387708.0,13627236449.278034
2019,1,odisha,34031942.0,35427127930.698456
2019,1,bihar,26356234.0,41502827514.52612
2019,1,kerala,6469039.0,10235031134.849785
2019,1,karnataka,86587609.0,117976382145.74966
2019,1,chandigarh,1274476.0,2396032050.444029
2019,1,telangana,65290702.0,95523262035.6632
2019,1,himachal pradesh,2168718.0,3381481442.991081
2019,1,west bengal,47626388.0,50164672623.87851
2019,1,gujarat,24991451.0,35856080308.47724
2019,1,sikkim,240287.0,457993634.3840939
2019,1,nagaland,168579.0,441941712.41233104
2019,1,mizoram,70306.0,218160895.39740255
2019,1,chhattisgarh,7887669.0,12544556385.328796
2019,1,jammu & kashmir,3584987.0,5951835476.521047
2019,1,goa,738812.0,1475323397.276577
2019,1,arunachal pradesh,226506.0,609950106.3139492
2019,1,delhi,47007327.0,58469131789.49733
2019,1,uttarakhand,5546001.0,7183529175.274033
2019,2,puducherry,580077.0,1211446910.127807
2019,2,tamil nadu,32171737.0,64207676025.75553
2019,2,uttar pradesh,58883500.0,98917519370.67831
2019,2,madhya pradesh,40846013.0,68334566380.56182
2019,2,andhra pradesh,56409015.0,113634518758.22932
2019,2,tripura,532558.0,841821482.8473747
2019,2,lakshadweep,2926.0,9242524.13698889
2019,2,manipur,257425.0,722789942.1495004
2019,2,maharashtra,101149853.0,153294470088.05945
2019,2,dadra & nagar haveli & daman & diu,489656.0,824441276.56507
2019,2,meghalaya,232286.0,492931289.1072781
2019,2,andaman & nicobar islands,33689.0,120254709.6756632
2019,2,haryana,22741816.0,42501539813.21669
2019,2,rajasthan,50009286.0,89107313172.66756
2019,2,ladakh,68772.0,259255506.9974248
2019,2,punjab,8509830.0,18614793394.772213
2019,2,assam,5454929.0,10954969189.126177
2019,2,jharkhand,10128211.0,18622701305.54623
2019,2,odisha,29512024.0,44754854871.67608
2019,2,bihar,29960479.0,63132438283.54397
2019,2,kerala,7283826.0,13031371561.185568
2019,2,karnataka,115401604.0,163702024226.0841
2019,2,chandigarh,1252470.0,2693116098.944456
2019,2,telangana,89610379.0,155676443182.43457
2019,2,himachal pradesh,2502306.0,4875883973.61058
2019,2,west bengal,47023535.0,57105691119.11844
2019,2,gujarat,28981842.0,49320615219.26732
2019,2,sikkim,388244.0,738894243.4359412
2019,2,nagaland,188753.0,520066682.1585048
2019,2,mizoram,75671.0,248016708.13501447
2019,2,chhattisgarh,9389945.0,17002355688.82225
2019,2,jammu & kashmir,2296355.0,6100142201.563448
2019,2,goa,768441.0,1591867103.3876145
2019,2,arunachal pradesh,258656.0,752655874.3550282
2019,2,delhi,57171512.0,81706816063.62862
2019,2,uttarakhand,4813275.0,8588532850.918488
2019,3,puducherry,716826.0,1460708357.4554102
2019,3,tamil nadu,41410183.0,78959604643.63503
2019,3,uttar pradesh,68623959.0,111268137475.02844
2019,3,madhya pradesh,53610411.0,77676321491.22867
2019,3,andhra pradesh,76288614.0,139447944254.78943
2019,3,tripura,711717.0,1017377422.817224
2019,3,lakshadweep,3104.0,9651761.463768473
2019,3,manipur,345008.0,863552002.562933
2019,3,maharashtra,148735581.0,199617506744.94272
2019,3,dadra & nagar haveli & daman & diu,638751.0,961471473.8483732
2019,3,meghalaya,306550.0,612218602.153532
2019,3,andaman & nicobar islands,33770.0,114071776.08729392
2019,3,haryana,30343531.0,52489119199.44011
2019,3,rajasthan,67303617.0,112468290031.92345
2019,3,ladakh,92396.0,331129527.19382226
2019,3,punjab,10706812.0,22905815605.843315
2019,3,assam,5942571.0,12950443620.42658
2019,3,jharkhand,14220647.0,21465973993.35938
2019,3,odisha,41422272.0,57304577359.21709
2019,3,bihar,32139900.0,67692783254.27384
2019,3,kerala,9286096.0,16429809722.064444
2019,3,karnataka,170733735.0,214536720438.1829
2019,3,chandigarh,1506543.0,3269682087.6608405
2019,3,telangana,121495376.0,201930021130.42365
2019,3,himachal pradesh,2735180.0,5572018781.123304
2019,3,west bengal,66444829.0,70540532616.82985
2019,3,gujarat,38228649.0,59462694964.26753
2019,3,sikkim,552436.0,884716448.4404289
2019,3,nagaland,261878.0,650956471.7134112
2019,3,mizoram,98094.0,278793899.9513421
2019,3,chhattisgarh,12243111.0,19803259167.45372
2019,3,jammu & kashmir,1116526.0,3744230491.782456
2019,3,goa,1092416.0,2000367191.496843
2019,3,arunachal pradesh,370234.0,912645034.7958708
2019,3,delhi,69537876.0,103196812046.45712
2019,3,uttarakhand,5710476.0,9729032070.017406
2019,4,puducherry,1012655.0,1932028317.878899
2019,4,tamil nadu,56596411.0,103190865512.5372
2019,4,uttar pradesh,86905005.0,145538926507.3059
2019,4,madhya pradesh,68131989.0,104687926790.86588
2019,4,andhra pradesh,107218103.0,200948315488.8052
2019,4,tripura,801824.0,1215400160.2581887
2019,4,lakshadweep,3765.0,11269913.40492385
2019,4,manipur,449344.0,1200897682.088641
2019,4,maharashtra,201260620.0,272994428799.5649
2019,4,dadra & nagar haveli & daman & diu,768971.0,1226641262.0110402
2019,4,meghalaya,365981.0,742436471.7902198
2019,4,andaman & nicobar islands,35159.0,136838530.5173779
2019,4,haryana,37825985.0,69359719869.10008
2019,4,rajasthan,85074242.0,159452410049.68317
2019,4,ladakh,84706.0,324689360.02811134
2019,4,punjab,13698625.0,29989802246.19331
2019,4,assam,6760510.0,15281983895.512564
2019,4,jharkhand,18248618.0,28147748376.677704
2019,4,odisha,64995633.0,79769373632.04843
2019,4,bihar,43530314.0,93313426577.80904
2019,4,kerala,12498637.0,21151326637.805134
2019,4,karnataka,237796252.0,295047143447.23846
2019,4,chandigarh,1850915.0,4152513817.939354
2019,4,telangana,163572258.0,280746765547.7425
2019,4,himachal pradesh,3516646.0,7271163537.248161
2019,4,west bengal,96805838.0,88203610254.64601
2019,4,gujarat,42547632.0,76690662054.91542
2019,4,sikkim,767070.0,1176509601.6562183
2019,4,nagaland,317170.0,834537138.3487777
2019,4,mizoram,125239.0,368689350.6344881
2019,4,chhattisgarh,16305758.0,27143788737.21397
2019,4,jammu & kashmir,489928.0,1929695997.8225973
2019,4,goa,1515272.0,2923460348.4994645
2019,4,arunachal pradesh,459475.0,1190573179.5272837
2019,4,delhi,80744997.0,129024467424.89062
2019,4,uttarakhand,7362116.0,12573706305.150612
2020,1,puducherry,1207921.0,2205277477.079584
2020,1,tamil nadu,66953473.0,116569686179.4346
2020,1,uttar pradesh,97239132.0,172416434960.69037
2020,1,madhya pradesh,79366746.0,126737281436.18526
2020,1,andhra pradesh,127677357.0,252737214289.0485
2020,1,tripura,924502.0,1588778806.3885012
2020,1,lakshadweep,5151.0,13502368.57450421
2020,1,manipur,818801.0,2598590380.8769474
2020,1,maharashtra,238944081.0,319995196718.0683
2020,1,dadra & nagar haveli & daman & diu,878579.0,1342763369.292519
2020,1,meghalaya,502283.0,1120134840.9078057
2020,1,andaman & nicobar islands,41298.0,161476312.2972747
2020,1,haryana,44036087.0,81976214558.24355
2020,1,rajasthan,102258812.0,190308238561.00217
2020,1,ladakh,116419.0,377639677.4457431
2020,1,punjab,15217784.0,31374185265.89965
2020,1,assam,8808860.0,20668428347.72898
2020,1,jharkhand,18282713.0,33611232153.269115
2020,1,odisha,53682307.0,91956798199.3368
2020,1,bihar,45081815.0,109256853527.24524
2020,1,kerala,15733522.0,26451084830.93425
2020,1,karnataka,271033890.0,353402054999.4004
2020,1,chandigarh,2262511.0,5126453070.016205
2020,1,telangana,199409525.0,371343780368.2118
2020,1,himachal pradesh,4144480.0,7419466751.122733
2020,1,west bengal,66250381.0,96653305190.9406
2020,1,gujarat,47326417.0,86995076621.90231
2020,1,sikkim,528118.0,1053476271.9444008
2020,1,nagaland,378051.0,894780028.7343724
2020,1,mizoram,153609.0,392077579.3496374
2020,1,chhattisgarh,19523991.0,32860597671.35669
2020,1,jammu & kashmir,921630.0,2937643176.534005
2020,1,goa,1881237.0,3410371231.9237647
2020,1,arunachal pradesh,567175.0,1381758681.3301475
2020,1,delhi,81747604.0,133616543642.58945
2020,1,uttarakhand,9131784.0,16158080258.987526
2020,2,puducherry,1033383.0,1960030980.487592
2020,2,tamil nadu,51870110.0,95826508896.84135
2020,2,uttar pradesh,100851965.0,178744016130.31216
2020,2,madhya pradesh,76340573.0,147922015289.08447
2020,2,andhra pradesh,144917855.0,302583689746.5449
2020,2,tripura,1052520.0,1769175883.585958
2020,2,lakshadweep,7220.0,16942922.08594439
